"call_number","unit_id","incident_number","call_type","call_date","watch_date","received_dttm","entry_dttm","dispatch_dttm","response_dttm","on_scene_dttm","transport_dttm","hospital_dttm","call_final_disposition","available_dttm","address","city","zipcode_of_incident","battalion","station_area","box","original_priority","priority","final_priority","als_unit","call_type_group","number_of_alarms","unit_type","unit_sequence_in_call_dispatch","fire_prevention_district","supervisor_district","neighborhoods_analysis_boundaries","rowid","case_location","data_as_of","data_loaded_at",":@computed_region_ajp5_b2md"
"070500067","E36","07014657","Alarms","2007-02-19T00:00:00.000","2007-02-18T00:00:00.000","2007-02-19T06:36:33.000","2007-02-19T06:37:33.000","2007-02-19T06:37:48.000",,"2007-02-19T06:39:55.000",,,"Other","2007-02-19T06:47:25.000","10TH ST/END","SF","94103","B02","36","2338","3","3","3","true",,"1","ENGINE","1","2","6","South of Market","070500067-E36","POINT (-122.416916 37.776077)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","34"
"070510218","T12","07015004","Alarms","2007-02-20T00:00:00.000","2007-02-20T00:00:00.000","2007-02-20T12:52:30.000","2007-02-20T12:53:45.000","2007-02-20T12:53:51.000",,,,,"Other","2007-02-20T12:56:56.000","LYON ST/OAK ST","SF","94117","B05","21","4352","3","3","3","true",,"1","TRUCK","3","5","5","Golden Gate Park","070510218-T12","POINT (-122.442375 37.772503)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","3"
"070520146","87","07015235","Medical Incident","2007-02-21T00:00:00.000","2007-02-21T00:00:00.000","2007-02-21T10:16:04.000","2007-02-21T10:17:44.000","2007-02-21T10:17:59.000",,,,,"Other","2007-02-21T10:18:29.000","VAN NESS AVE/OAK ST","SF","94102","B02","36","3212","3","3","3","true",,"1","MEDIC","3","2","6","Tenderloin","070520146-87","POINT (-122.419395 37.77542)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"070570188","M29","07016647","Medical Incident","2007-02-26T00:00:00.000","2007-02-26T00:00:00.000","2007-02-26T11:48:01.000","2007-02-26T11:50:28.000","2007-02-26T11:51:10.000","2007-02-26T11:51:57.000",,,,"Other",,"STEVENSON ST/05TH ST","SF","94103","B03","01","2212","2","2","2","true",,"1","MEDIC","2","3","6","South of Market","070570188-M29","POINT (-122.407486 37.783527)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","34"
"070570307","B02","07016744","Alarms","2007-02-26T00:00:00.000","2007-02-26T00:00:00.000","2007-02-26T18:24:11.000","2007-02-26T18:25:40.000","2007-02-26T18:25:47.000","2007-02-26T18:26:46.000",,,,"Fire","2007-02-26T18:35:15.000","TURK ST/JONES ST","SF","94102","B03","01","1456","3","3","3","false",,"1","CHIEF","2","2","6","Tenderloin","070570307-B02","POINT (-122.412415 37.783005)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"070590058","B10","07017091","Medical Incident","2007-02-28T00:00:00.000","2007-02-27T00:00:00.000","2007-02-28T06:53:41.000","2007-02-28T06:55:07.000","2007-02-28T06:55:46.000",,"2007-02-28T08:35:30.000",,,"Other","2007-02-28T08:50:45.000","UTAH ST/23RD ST","SF","94110","B10","37","2554","2","2","2","false",,"1","CHIEF","3","10","10","Mission","070590058-B10","POINT (-122.40546 37.754337)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"070590266","B03","07017224","Alarms","2007-02-28T00:00:00.000","2007-02-28T00:00:00.000","2007-02-28T18:12:09.000","2007-02-28T18:13:13.000","2007-02-28T18:13:24.000","2007-02-28T18:15:42.000","2007-02-28T18:18:50.000",,,"Fire","2007-02-28T18:27:20.000","03RD ST/WARRIORS WAY","SF","94158","B03","29","2265","3","3","3","false",,"1","CHIEF","1","3","6","Mission Bay","070590266-B03","POINT (-122.389305 37.76882)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","4"
"070610160","T12","07017688","Alarms","2007-03-02T00:00:00.000","2007-03-02T00:00:00.000","2007-03-02T11:42:19.000","2007-03-02T11:43:44.000","2007-03-02T11:43:59.000",,,,,"Other","2007-03-02T11:46:26.000","CARNELIAN WAY/DIAMOND HEIGHTS BLVD","SF","94131","B06","26","8167","3","3","3","false",,"1","TRUCK","3","6","8","Noe Valley","070610160-T12","POINT (-122.442245 37.746883)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","22"
"070630194","M22","07018349","Medical Incident","2007-03-04T00:00:00.000","2007-03-04T00:00:00.000","2007-03-04T11:54:47.000","2007-03-04T11:57:57.000","2007-03-04T11:58:18.000",,,,,"Other",,"GREAT HWY/SLOAT BLVD","SF","94132","B08","19","8712","1","1","2","true",,"1","MEDIC","2","8","7","Lakeshore","070630194-M22","POINT (-122.506714 37.73547)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","35"
"070640044","E26","07018584","Medical Incident","2007-03-05T00:00:00.000","2007-03-04T00:00:00.000","2007-03-05T04:58:49.000","2007-03-05T05:03:44.000","2007-03-05T05:03:51.000",,,,,"Other","2007-03-05T05:05:36.000","CHENERY ST/MATEO ST","SF","94131","B06","26","8127","3","3","3","true",,"1","ENGINE","2","6","8","Glen Park","070640044-E26","POINT (-122.42898 37.73639)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","10"
"070640192","B01","07018676","Alarms","2007-03-05T00:00:00.000","2007-03-05T00:00:00.000","2007-03-05T12:09:55.000","2007-03-05T12:11:17.000","2007-03-05T12:11:31.000","2007-03-05T12:14:58.000",,,,"Other","2007-03-05T12:16:49.000","SUTTER ST/POWELL ST","SF","94108","B01","01","1362","3","3","3","false",,"1","CHIEF","3","1","3","Nob Hill","070640192-B01","POINT (-122.40859 37.789227)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","8"
"070640225","M22","07018693","Medical Incident","2007-03-05T00:00:00.000","2007-03-05T00:00:00.000","2007-03-05T13:14:50.000","2007-03-05T13:16:48.000","2007-03-05T13:17:02.000",,,,,"Other",,"CLAYTON ST/HAIGHT ST","SF","94117","B05","12","4525","2","2","2","true",,"1","MEDIC","2","5","5","Haight Ashbury","070640225-M22","POINT (-122.44858 37.7698)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","3"
"070640255","EMS6","07018717","Other","2007-03-05T00:00:00.000","2007-03-05T00:00:00.000","2007-03-05T14:18:40.000","2007-03-05T14:18:40.000","2007-03-05T14:18:40.000",,,,,"Fire","2007-03-05T14:36:25.000","ALLEN ST/EASTMAN ST","SF","94109","B01","41","1626","3","3","3","true",,"1","CHIEF","1","1","2","Russian Hill","070640255-EMS6","POINT (-122.42014 37.79935)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","32"
"070680082","E43","07019830","Alarms","2007-03-09T00:00:00.000","2007-03-08T00:00:00.000","2007-03-09T07:28:00.000","2007-03-09T07:29:39.000","2007-03-09T07:30:01.000","2007-03-09T07:31:30.000","2007-03-09T07:33:42.000",,,"Other","2007-03-09T07:45:07.000","MISSION ST/RUSSIA AVE","SF","94112","B09","43","6121","3","3","3","false",,"1","ENGINE","1","9","11","Excelsior","070680082-E43","POINT (-122.43715 37.721577)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","28"
"070700281","T07","07020596","Alarms","2007-03-11T00:00:00.000","2007-03-11T00:00:00.000","2007-03-11T17:46:09.000","2007-03-11T17:47:49.000","2007-03-11T17:48:02.000","2007-03-11T17:49:26.000","2007-03-11T17:51:42.000",,,"Other","2007-03-11T18:10:06.000","CAPP ST/21ST ST","SF","94110","B06","07","5455","3","3","3","false",,"1","TRUCK","2","6","9","Mission","070700281-T07","POINT (-122.41781 37.7571)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"070710420","AP","07020961","Other","2007-03-12T00:00:00.000","2007-03-12T00:00:00.000","2007-03-12T20:57:25.000","2007-03-12T20:57:25.000","2007-03-12T20:57:25.000",,,,,"Fire","2007-03-12T21:01:32.000","CALL BOX: SF INTERNATIONAL AIRPORT","SFO",,"B09","44","6913","3","3","3","false",,"1","AIRPORT","1","None","None","None","070710420-AP","POINT (-122.344717912 37.704548808)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000",
"070730334","85","07021539","Medical Incident","2007-03-14T00:00:00.000","2007-03-14T00:00:00.000","2007-03-14T21:51:57.000","2007-03-14T21:57:16.000","2007-03-14T21:58:54.000","2007-03-14T21:59:12.000",,,,"Other",,"BONIFACIO ST/LAPU-LAPU ST","SF","94107","B03","01","2176","3","3","3","true",,"1","MEDIC","3","3","6","South of Market","070730334-85","POINT (-122.39935 37.782597)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","34"
"070760321","T03","07022405","Alarms","2007-03-17T00:00:00.000","2007-03-17T00:00:00.000","2007-03-17T19:55:43.000","2007-03-17T19:56:55.000","2007-03-17T19:57:25.000",,,,,"Other","2007-03-17T19:57:37.000","POST ST/LARKIN ST","SF","94109","B04","03","1641","3","3","3","false",,"1","TRUCK","3","4","6","Tenderloin","070760321-T03","POINT (-122.418274 37.787037)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"070770344","76","07022742","Medical Incident","2007-03-18T00:00:00.000","2007-03-18T00:00:00.000","2007-03-18T19:31:47.000","2007-03-18T19:31:58.000","2007-03-18T19:32:17.000","2007-03-18T19:32:39.000",,,,"Other","2007-03-18T19:35:28.000","24TH ST/BALMY ST","SF","94110","B06","07","5533","3","3","3","true",,"1","MEDIC","3","6","9","Mission","070770344-76","POINT (-122.41246 37.7526)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"070790264","71","07023240","Medical Incident","2007-03-20T00:00:00.000","2007-03-20T00:00:00.000","2007-03-20T16:39:05.000","2007-03-20T16:43:07.000","2007-03-20T16:43:52.000","2007-03-20T16:44:14.000",,,,"Other",,"17TH ST/POTRERO AVE","SF","94110","B02","29","2416","3","3","3","true",,"1","MEDIC","2","2","10","Mission","070790264-71","POINT (-122.40742 37.76449)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"070790284","E36","07023258","Medical Incident","2007-03-20T00:00:00.000","2007-03-20T00:00:00.000","2007-03-20T17:36:21.000","2007-03-20T17:38:37.000","2007-03-20T17:39:24.000",,"2007-03-20T17:42:05.000",,,"Other","2007-03-20T18:11:30.000","MISSION ST/LAFAYETTE ST","SF","94103","B02","36","5116","E","E","3","true",,"1","ENGINE","3","2","6","Mission","070790284-E36","POINT (-122.41803 37.773476)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"070800364","E29","07023581","Medical Incident","2007-03-21T00:00:00.000","2007-03-21T00:00:00.000","2007-03-21T22:39:14.000","2007-03-21T22:41:16.000","2007-03-21T22:41:56.000","2007-03-21T22:43:31.000","2007-03-21T22:45:15.000",,,"Other","2007-03-21T22:58:11.000","UTAH ST/16TH ST","SF","94103","B02","29","2421","3","3","3","false",,"1","ENGINE","1","2","10","Mission","070800364-E29","POINT (-122.406555 37.765842)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"070810110","AP","07023658","Other","2007-03-22T00:00:00.000","2007-03-22T00:00:00.000","2007-03-22T10:04:45.000","2007-03-22T10:04:45.000","2007-03-22T10:04:45.000",,,,,"Fire","2007-03-22T10:04:56.000","CALL BOX: SF INTERNATIONAL AIRPORT","SFO",,"B09","44","6913","3","3","3","false",,"1","AIRPORT","1","None","None","None","070810110-AP","POINT (-122.344717912 37.704548808)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000",
"070860036","T03","07024918","Medical Incident","2007-03-27T00:00:00.000","2007-03-26T00:00:00.000","2007-03-27T05:40:01.000","2007-03-27T05:42:19.000","2007-03-27T05:42:31.000","2007-03-27T05:43:37.000",,,,"Other","2007-03-27T05:43:47.000","OFARRELL ST/JONES ST","SF","94102","B04","03","1544","3","3","3","true",,"1","TRUCK","4","2","6","Tenderloin","070860036-T03","POINT (-122.41297 37.78579)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"070860063","M29","07024935","Medical Incident","2007-03-27T00:00:00.000","2007-03-27T00:00:00.000","2007-03-27T08:13:50.000","2007-03-27T08:16:27.000","2007-03-27T08:16:43.000",,,,,"Other",,"18TH ST/DE HARO ST","SF","94107","B10","37","2511","3","3","3","true",,"1","MEDIC","3","3","10","Potrero Hill","070860063-M29","POINT (-122.40132 37.76229)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","26"
"070860193","92","07025015","Traffic Collision","2007-03-27T00:00:00.000","2007-03-27T00:00:00.000","2007-03-27T14:21:14.000","2007-03-27T14:21:40.000","2007-03-27T14:22:11.000",,,,,"Other","2007-03-27T14:30:24.000","HOWARD ST/10TH ST","SF","94103","B02","36","2342","3","3","3","true",,"1","MEDIC","6","2","6","South of Market","070860193-92","POINT (-122.41437 37.774044)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","34"
"070870143","M38","07025237","Medical Incident","2007-03-28T00:00:00.000","2007-03-28T00:00:00.000","2007-03-28T11:08:48.000","2007-03-28T11:10:40.000","2007-03-28T11:13:24.000","2007-03-28T11:13:53.000",,,,"Other",,"NATOMA ST/08TH ST","SF","94103","B02","01","2318","3","3","3","true",,"1","MEDIC","3","2","6","South of Market","070870143-M38","POINT (-122.412155 37.77666)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","34"
"070880171","82","07025511","Medical Incident","2007-03-29T00:00:00.000","2007-03-29T00:00:00.000","2007-03-29T11:34:23.000","2007-03-29T11:35:00.000","2007-03-29T11:35:28.000","2007-03-29T11:35:52.000",,,,"Other","2007-03-29T11:38:26.000","POLK ST/EDDY ST","SF","94102","B02","03","1643","E","E","3","true",,"1","MEDIC","6","2","6","Tenderloin","070880171-82","POINT (-122.41918 37.7831)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"070890169","E09","07025825","Alarms","2007-03-30T00:00:00.000","2007-03-30T00:00:00.000","2007-03-30T12:10:08.000","2007-03-30T12:11:20.000","2007-03-30T12:11:58.000","2007-03-30T12:12:46.000","2007-03-30T12:14:56.000",,,"Other","2007-03-30T12:50:01.000","25TH ST/POTRERO AVE","SF","94110","B10","09","2624","3","3","3","true",,"1","ENGINE","1","10","9","Mission","070890169-E09","POINT (-122.40622 37.751728)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"070900124","T03","07026091","Alarms","2007-03-31T00:00:00.000","2007-03-31T00:00:00.000","2007-03-31T10:10:34.000","2007-03-31T10:11:46.000","2007-03-31T10:11:54.000",,,,,"Other","2007-03-31T10:13:34.000","IVY ST/GOUGH ST","SF","94102","B02","36","3214","3","3","3","false",,"1","TRUCK","3","2","5","Hayes Valley","070900124-T03","POINT (-122.42307 37.77735)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","9"
"070900313","AP","07026232","Other","2007-03-31T00:00:00.000","2007-03-31T00:00:00.000","2007-03-31T21:05:13.000","2007-03-31T21:05:13.000","2007-03-31T21:05:13.000",,,,,"Fire","2007-03-31T21:05:56.000","CALL BOX: SF INTERNATIONAL AIRPORT","SFO",,"B09","44","6913","3","3","3","false",,"1","AIRPORT","1","None","None","None","070900313-AP","POINT (-122.344717912 37.704548808)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000",
"070910144","B06","07026366","Alarms","2007-04-01T00:00:00.000","2007-04-01T00:00:00.000","2007-04-01T11:23:14.000","2007-04-01T11:23:24.000","2007-04-01T11:23:41.000","2007-04-01T11:24:17.000","2007-04-01T11:28:31.000",,,"Fire","2007-04-01T11:46:46.000","ELIZABETH ST/SAN JOSE AVE","SF","94110","B06","11","5512","3","3","3","false",,"1","CHIEF","3","6","8","Mission","070910144-B06","POINT (-122.42155 37.752857)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"070910249","B06","07026448","Alarms","2007-04-01T00:00:00.000","2007-04-01T00:00:00.000","2007-04-01T17:27:18.000","2007-04-01T17:28:47.000","2007-04-01T17:28:54.000","2007-04-01T17:30:25.000",,,,"Fire","2007-04-01T17:35:18.000","SOUTH VAN NESS AVE/21ST ST","SF","94110","B06","07","5455","3","3","3","false",,"1","CHIEF","3","6","9","Mission","070910249-B06","POINT (-122.41672 37.757168)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"070920263","RC3","07026696","Medical Incident","2007-04-02T00:00:00.000","2007-04-02T00:00:00.000","2007-04-02T17:26:29.000","2007-04-02T17:27:50.000","2007-04-02T17:28:13.000",,"2007-04-02T17:42:25.000",,,"Other","2007-04-02T17:52:45.000","CAPP ST/21ST ST","SF","94110","B06","07","5446","3","3","3","true",,"1","RESCUE CAPTAIN","3","6","9","Mission","070920263-RC3","POINT (-122.41781 37.7571)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"070940089","B10","07027117","Alarms","2007-04-04T00:00:00.000","2007-04-04T00:00:00.000","2007-04-04T09:20:13.000","2007-04-04T09:21:24.000","2007-04-04T09:21:35.000","2007-04-04T09:25:50.000",,,,"Other","2007-04-04T09:36:03.000","23RD ST/PENNSYLVANIA AVE","SF","94107","B10","25","2612","3","3","3","false",,"1","CHIEF","3","10","10","Potrero Hill","070940089-B10","POINT (-122.39288 37.755096)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","26"
"070940231","E43","07027215","Medical Incident","2007-04-04T00:00:00.000","2007-04-04T00:00:00.000","2007-04-04T15:50:31.000","2007-04-04T15:52:57.000","2007-04-04T15:53:10.000","2007-04-04T15:54:21.000","2007-04-04T15:56:46.000",,,"Other",,"FRANKLIN ST/PAGE ST","SF","94102","B02","36","3212","3","3","3","false",,"1","ENGINE","2","2","5","Hayes Valley","070940231-E43","POINT (-122.42076 37.774296)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","9"
"070940295","E21","07027270","Medical Incident","2007-04-04T00:00:00.000","2007-04-04T00:00:00.000","2007-04-04T19:57:43.000","2007-04-04T20:00:20.000","2007-04-04T20:00:40.000",,,,,"Other",,"CENTRAL AVE/OAK ST","SF","94117","B05","21","4355","3","3","3","false",,"1","ENGINE","2","5","5","Golden Gate Park","070940295-E21","POINT (-122.44402 37.772297)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","12"
"070950176","E07","07027441","Medical Incident","2007-04-05T00:00:00.000","2007-04-05T00:00:00.000","2007-04-05T13:54:04.000","2007-04-05T13:54:04.000","2007-04-05T13:54:04.000",,,,,"Other","2007-04-05T14:16:24.000","FOLSOM ST/19TH ST","SF","94110","B06","07","5447","2","2","2","true",,"1","ENGINE","2","6","9","Mission","070950176-E07","POINT (-122.41484 37.760498)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"070960327","T01","07027810","Alarms","2007-04-06T00:00:00.000","2007-04-06T00:00:00.000","2007-04-06T20:48:49.000","2007-04-06T20:49:33.000","2007-04-06T20:49:45.000","2007-04-06T20:51:30.000","2007-04-06T20:53:57.000",,,"Other","2007-04-06T21:03:26.000","TAYLOR ST/EDDY ST","SF","94102","B03","01","1453","3","3","3","false",,"1","TRUCK","2","3","6","Tenderloin","070960327-T01","POINT (-122.41095 37.78414)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"070980007","T01","07028151","Alarms","2007-04-08T00:00:00.000","2007-04-07T00:00:00.000","2007-04-08T00:49:03.000","2007-04-08T00:50:34.000","2007-04-08T00:50:44.000",,,,,"Other","2007-04-08T00:51:54.000","TURK ST/TAYLOR ST","SF","94102","B03","01","1453","3","3","3","false",,"1","TRUCK","3","3","6","Tenderloin","070980007-T01","POINT (-122.41077 37.783215)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"070980095","AP","07028220","Other","2007-04-08T00:00:00.000","2007-04-08T00:00:00.000","2007-04-08T08:21:49.000","2007-04-08T08:21:49.000","2007-04-08T08:21:49.000",,,,,"Fire","2007-04-08T08:22:29.000","CALL BOX: SF INTERNATIONAL AIRPORT","SFO",,"B09","44","6913","3","3","3","false",,"1","AIRPORT","1","None","None","None","070980095-AP","POINT (-122.344717912 37.704548808)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000",
"070990028","E03","07028419","Medical Incident","2007-04-09T00:00:00.000","2007-04-08T00:00:00.000","2007-04-09T03:17:43.000","2007-04-09T03:19:58.000","2007-04-09T03:21:04.000","2007-04-09T03:22:31.000",,,,"Other","2007-04-09T03:25:07.000","VAN NESS AVE/OAK ST","SF","94102","B02","36","3211","3","3","3","false",,"1","ENGINE","2","2","6","Tenderloin","070990028-E03","POINT (-122.419395 37.77542)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"071020055","T09","07029281","Alarms","2007-04-12T00:00:00.000","2007-04-11T00:00:00.000","2007-04-12T07:01:07.000","2007-04-12T07:02:34.000","2007-04-12T07:02:50.000","2007-04-12T07:04:05.000",,,,"Other","2007-04-12T07:12:51.000","TEXAS ST/SIERRA ST","SF","94107","B10","37","2541","3","3","3","true",,"1","TRUCK","3","10","10","Potrero Hill","071020055-T09","POINT (-122.39515 37.75835)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","26"
"071020201","M32","07029375","Medical Incident","2007-04-12T00:00:00.000","2007-04-12T00:00:00.000","2007-04-12T13:08:56.000","2007-04-12T13:10:51.000","2007-04-12T13:11:03.000","2007-04-12T13:12:19.000",,,,"Other",,"AMAZON AVE/MISSION ST","SF","94112","B09","43","6175","3","3","3","true",,"1","MEDIC","3","9","11","Excelsior","071020201-M32","POINT (-122.440414 37.717243)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","7"
"071020316","E15","07029452","Fuel Spill","2007-04-12T00:00:00.000","2007-04-12T00:00:00.000","2007-04-12T17:47:38.000","2007-04-12T17:51:43.000","2007-04-12T17:52:12.000","2007-04-12T17:54:11.000",,,,"Other",,"GENEVA AVE/SAN JOSE AVE","SF","94112","B09","15","8313","3","3","3","true",,"1","ENGINE","1","9","11","Outer Mission","071020316-E15","POINT (-122.44661 37.720726)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","28"
"071020358","T03","07029483","Medical Incident","2007-04-12T00:00:00.000","2007-04-12T00:00:00.000","2007-04-12T20:15:31.000","2007-04-12T20:15:52.000","2007-04-12T20:16:02.000",,,,,"Other",,"EDDY ST/JONES ST","SF","94102","B03","03","1461","3","3","3","true",,"1","TRUCK","3","2","6","Tenderloin","071020358-T03","POINT (-122.4126 37.78393)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
